product name,url,image url,price,mrp,discount
EVA Self Design Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-self-design-kurta-trouser-pant-dupatta-set/p/itme11dc47453e7d?pid=SWDH5G4NN96CGBZS&lid=LSTSWDH5G4NN96CGBZSDE1SFL&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_3&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDH5G4NN96CGBZS.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/ethnic-set/r/d/m/s-eva-tvasmi-original-imagvtrzfxs24hah.jpeg?q=70,1175,3999,70%
VT-MIA-white-xl Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itm81acda2e63cf0?pid=SWDHDJM97UTYEQGD&lid=LSTSWDHDJM97UTYEQGDXQ7K5B&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_4&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDHDJM97UTYEQGD.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/salwar-kurta-dupatta/v/l/a/m-embrodairy-kurta-set-for-human-satamar-creation-original-imahb82utqzpb4ug.jpeg?q=70,1236,2456,49%
Girls Festive & Party Kurta Pyjama & Dupatta Set,https://www.flipkart.com/mehrajdresses-girls-festive-party-kurta-pyjama-dupatta-set/p/itma5bb9bacbc1a0?pid=KETH9B48ZMHDX8BC&lid=LSTKETH9B48ZMHDX8BC1KJXFQ&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_5&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=en_EOW1D5Dcrw6Bu3rzxBEfYwOBRuojbpx7zMVHLiuv9fRXHHFTHPkcGeVBl2s-w7YyWnqjFVu9W8ciUOHiaUrmLw%3D%3D&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/kids-ethnic-set/j/x/m/10-11-years-pakistani-mehrajdresses-original-imah9b47vhp83rez.jpeg?q=70,378,999,62%
VT-NIRVA_yellow-xl Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itm25a375ef883f8?pid=SWDHDJK3FDJZRRHX&lid=LSTSWDHDJK3FDJZRRHXC4Z8IE&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_7&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDHDJK3FDJZRRHX.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-salwar-kurta-dupatta/3/z/v/xxl-embrodairy-kurta-set-for-human-satamar-creation-original-imahbqq8yayqhaug.jpeg?q=70,1287,2590,50%
VT-BLACK_BERRY-xxl Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itm9d4b3addb2891?pid=SWDHDKG5BCWWEUFC&lid=LSTSWDHDKG5BCWWEUFCGMTJ4R&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_8&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDHDKG5BCWWEUFC.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/salwar-kurta-dupatta/3/k/g/l-3004202501-glam-india-original-imahbppugk3hk6ud.jpeg?q=70,1267,2566,50%
VT-NORA_YELLOW-xl Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itm80a79c68afb1f?pid=SWDHDJJRRBU789YG&lid=LSTSWDHDJJRRBU789YG73CZFJ&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_9&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDHDJJRRBU789YG.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/salwar-kurta-dupatta/p/f/q/xl-di-nora-mustard-kiwa-studio-original-imah9bffy5ztgvbg.jpeg?q=70,1203,2534,52%
Pallavi xxl Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itm2665ea8edee62?pid=SWDH5ZFW43ZHPBFC&lid=LSTSWDH5ZFW43ZHPBFCIMTM4S&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_10&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDH5ZFW43ZHPBFC.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-ethnic-set/b/l/m/m-pallavi-cotton-kurta-set-x-glam-original-imah4c7qpf7vsek2.jpeg?q=70,1276,3999,68%
Pallavi s Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itmff11e0baecab1?pid=SWDH5ZFWY7FVKXND&lid=LSTSWDH5ZFWY7FVKXNDOTEYS3&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_13&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDH5ZFWY7FVKXND.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-ethnic-set/b/l/m/m-pallavi-cotton-kurta-set-x-glam-original-imah4c7qpf7vsek2.jpeg?q=70,1276,3999,68%
SOFIA rama s Self Design Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-self-design-kurta-trouser-pant-dupatta-set/p/itm409fd0ef9450b?pid=SWDH5PZNXSQBASSS&lid=LSTSWDH5PZNXSQBASSSJOEMJO&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_14&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDH5PZNXSQBASSS.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/ethnic-set/9/c/n/xxl-sofia-women-embroidered-printed-kurta-set-x-glam-original-imah4zg8fbwdzzzt.jpeg?q=70,1570,3999,60%
VI-SAMEERA-WINE_xl Embroidered Kurta Trouser/Pant & Dupatta Set,https://www.flipkart.com/jnnat-fashion-embroidered-kurta-trouser-pant-dupatta-set/p/itm48847fd188968?pid=SWDHDMQ6MBM22FXQ&lid=LSTSWDHDMQ6MBM22FXQ2LCKNM&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg&srno=b_1_15&otracker=product_breadCrumbs_jnnat%20fashion%20Ethnic%20Sets&fm=organic&iid=53b1fab2-e8eb-42cd-9963-5c4ac411e998.SWDHDMQ6MBM22FXQ.SEARCH&ppt=None&ppn=None&ssid=hv7foa03y80000001753727147187,https://rukminim2.flixcart.com/image/612/612/xif0q/ethnic-set/0/1/v/m-sameera-tasme-original-imah48uatahbwmtz.jpeg?q=70,1297,2876,54%
