product name,url,image url,price,mrp,discount,brand
Breathe Basics A-Line Dress,https://www.myntra.com/dresses/dressberry+basics/dressberry-basics-a-line-dress-with-belt/28191438/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/28191438/2024/4/23/710b1f57-f6ff-4a51-b3d4-6758bf8c38c31713869602719-DressBerry-Breathe-Basics-Color-Pop-A-Line-Dress-with-Belt-9-1.jpg,559,999,44%,Myntra
Women Bodycon Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-square-neck-bodycon-dress/35147371/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JUNE/24/5Jv1RkSM_d9db222b93de4b80bd1e252ca71e3923.jpg,319,1999,84%,Myntra
Fit & Flare Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-fit--flare-dress/31731593/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31731593/2025/7/2/bfb0a11b-6007-4f21-bfc4-94e048ec0f4f1751433239367-Stylecast-X-Slyck-Fit--Flare-Dress-4591751433238705-1.jpg,479,1999,76%,Myntra
Bodycon Mini Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-solid-pattern-shoulder-straps-bodycon-mini-dress/33577393/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/APRIL/13/vIonk36q_4d29556b2de44d0199381d7b59c45c9f.jpg,407,1699,76%,Myntra
Print Fit & Flare Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-polka-dots-print-fit--flare-dress/34533408/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/29/0L97t6Hf_95c07996946d469c9d0ebb2c6490172e.jpg,479,1999,76%,Myntra
A-Line Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-a-line-dress/33846959/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/APRIL/29/ON1xDY6a_9347baf50a60416ca6a0c8a0e2b96ac6.jpg,526,1699,69%,Myntra
Sheath Dress with Ruffled Hem,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-v-neck-sleeveless-sheath-midi-dress-with-ruffled-hem/35181788/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JUNE/25/2UzZP4M5_b6459ecc14ba4182bb2bb2e551380f43.jpg,479,1999,76%,Myntra
One Shoulder Mini Sheath Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-one-shoulder-mini-sheath-dress/27125748/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/27125748/2024/1/27/20db8526-9928-42d0-9111-a0fdf08cc2861706323900226StylecastXKottyA-LineMiniDress1.jpg,329,2999,89%,Myntra
Bodycon One Shoulder Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-one-shoulder-bodycon-mini-dress/35147410/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JUNE/24/qOVGBFzB_7d7479f84b3b4601a6c80009fa054581.jpg,319,1999,84%,Myntra
Women Bodycon Midi Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-bodycon-midi-dress/33179109/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/12/7zDaTG5B_71468b6b666c4a8a8d60529c0dae1130.jpg,579,1999,71%,Myntra
Crepe Bodycon Mini Dress,https://www.myntra.com/dresses/clobug/clobug-crepe-bodycon-mini-dress/32803738/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/15/92QWMJt5_a4a3db29803145e6a19acac1389f1c0c.jpg,495,2829,2334,Myntra
Women A-Line Midi  Dress,https://www.myntra.com/dresses/zyng/zyng-women-one-shoulder-a-line-midi-dress/30870809/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/SEPTEMBER/6/oIpO1XB8_e7b5ea3af87143c586494e5b96097c82.jpg,599,2499,76%,Myntra
Round Neck A-Line Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-striped-round-neck-a-line-dress/33896147/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/2/SsNUO6xe_de46b1acb20f4a7eb7fb2e59a90597ee.jpg,539,1999,73%,Myntra
Sleeveless Bodycon Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-sleeveless-cut-outs-bodycon-dress/30585504/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/AUGUST/14/njZZHN62_288283f2d19a404bb19fbb245b655bb9.jpg,594,1699,65%,Myntra
Animal Printed Wrap Mini Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-animal-printed-v-neck-puff-sleeves-wrap-mini-dress/35147361/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JUNE/24/YAkuxE1N_3eef6e95923e4ba68b7741267bf9cedb.jpg,319,1999,84%,Myntra
Women Bodycon Midi Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-mock-neck-sleeveless-bodycon-midi-dress/34533334/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/29/qKzTu65K_2b8f11f6d6834a49bf336b95b4bf818a.jpg,479,1999,76%,Myntra
Floral Print A-Line Mini Dress,https://www.myntra.com/dresses/dressberry/dressberry-floral-print-tie-up-neck-a-line-mini-dress/24024466/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/24024466/2024/2/8/d2dd58c9-363d-45dd-8439-e0e97685827c1707373841580DressBerryFloralPrintTie-UpNeckA-LineMiniDress1.jpg,359,1199,70%,Myntra
Bodycon Mini Dress,https://www.myntra.com/dresses/zyng/zyng-women-bodycon-mini-dress/31357750/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31357750/2024/10/26/b21769ac-3d03-49a7-b795-657b0b3677251729915938413-ZYNG-Women-Bodycon-Mini-Dress-5371729915937774-1.jpg,474,1899,75%,Myntra
Floral Print A-Line Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-floral-print-layered-a-line-dress/33059564/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/5/oDF0VpCA_fc62f06b8a6d414cb8604670d8890909.jpg,587,2099,72%,Myntra
Women Fit & Flare Dress,https://www.myntra.com/dresses/yanamora/yanamora-women-striped-belted-fit--flare-midi-dress/34164654/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/16/fEhYin4l_5dc894d275274b2b875fb16a67b747d1.jpg,599,2499,76%,Myntra
Printed Cotton T-shirt Dress,https://www.myntra.com/dresses/kook+n+keech/kook-n-keech-printed-cotton-t-shirt-dress/29687948/buy,,479,1599,70%,Myntra
Checked Fit & Flare Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-checked-fit--flare-dress/34533327/buy,,459,1999,77%,Myntra
Women Fit & Flare Midi Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-scoop-neck-fit--flare-midi-dress/35147348/buy,,479,1999,76%,Myntra
Striped Fit & Flare Midi Dress,https://www.myntra.com/dresses/yanamora/yanamora-women-striped-v-neck-fit--flare-wrap-midi-dress/34164657/buy,,599,2499,76%,Myntra
Cuffed Sleeve Bodycon Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-v-neck-cuffed-sleeve-bodycon-dress/33179104/buy,,579,1999,71%,Myntra
Cut out V-neck Sheath Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-cut-out-v-neck-full-sleeve-sheath-dress/30585702/buy,,559,1999,72%,Myntra
Textured Mini T-shirt Dress,https://www.myntra.com/dresses/dressberry/dressberry-textured-mini-t-shirt-dress/30406631/buy,,549,1099,50%,Myntra
Shoulder Straps Bodycon Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-shoulder-straps-cut-outs-bodycon-mini-dress/33577391/buy,,475,1699,72%,Myntra
Shoulder Strap Bodycon Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-shoulder-strap-bodycon-dress/27908962/buy,,329,2999,89%,Myntra
Pleated Empire Dress,https://www.myntra.com/dresses/dressberry/dressberry-lavender-pleated-empire-dress/30977210/buy,,587,1199,51%,Myntra
Women Bodycon Maxi Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-bodycon-maxi-dress/34968951/buy,,539,1799,70%,Myntra
Floral Print Fit & Flare Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-floral-printed-one-shoulder-crepe-fit--flare-dress/27125744/buy,,509,2999,83%,Myntra
Fit & Flare Puff Sleeve Dress,https://www.myntra.com/dresses/zyng/zyng-solid-puff-sleeve-fit--flare-dress/30818657/buy,,528,2299,77%,Myntra
Print A-Line Midi Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-print-a-line-midi-dress/34523421/buy,,319,1999,84%,Myntra
Bodycon Mini Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-sleeveless-bodycon-mini-dress/34968993/buy,,509,1699,70%,Myntra
Women Printed A-Line Dress,https://www.myntra.com/dresses/stylecast+x+kotty/stylecast-x-kotty-women-printed-flared-sleeves-a-line-dress/34523401/buy,,319,1999,84%,Myntra
Fit & Flare Puff Sleeve Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-women-square-neck-puff-sleeve-fit--flare-dress/33577670/buy,,599,1999,70%,Myntra
Striped Fit & Flare Midi Dress,https://www.myntra.com/dresses/yanamora/yanamora-women-striped-v-neck-flutter-sleeves-fit--flare-midi-dress/34164652/buy,,599,2499,76%,Myntra
Semi Sheer Bodycon Dress,https://www.myntra.com/dresses/stylecast+x+slyck/stylecast-x-slyck-solid-round-neck-bodycon-dress/34968990/buy,,588,1899,69%,Myntra
Round Neck A-Line Dress,https://www.myntra.com/dresses/rigo/rigo-a-line-dress/28762242/buy,,559,1399,60%,Myntra
