product name,url,image url,price,mrp,discount,brand
Floral V-Neck Kurtis,https://www.myntra.com/kurtis/anouk+rustic/anouk-blue-floral-print-v-neck-cotton-kurtis/35166470/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JUNE/25/ecyQjFCo_b9d8f6231d1544b8a5c4a6b8d2d73e03.jpg,499,1699,1200,Myntra
Women Printed Top,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-women-ethnic-motifs-printed-v-neck-top/31100121/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31100121/2024/9/23/fa115acb-b76a-4920-8cd6-f9b52bcd19d81727081005778-Anouk-Rustic-Print-Mandarin-Collar-Top-8791727081005302-4.jpg,499,1699,1200,Myntra
Women Printed Regular Top,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-women-floral-printed-regular-top/31678121/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/NOVEMBER/19/9ExAFvE9_2336ec174e4c44a5bb0a2cbdad30df4e.jpg,499,1699,1200,Myntra
Floral Yoke Design Short Kurti,https://www.myntra.com/kurtis/sangria/sangria-floral-yoke-design-short-kurti/23777676/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/23777676/2023/7/5/a2e75dcb-6bd2-4bfb-941c-a198ef8dfd9c1688532909553-Women-Black-Floral-Embroidered-Kurti-2021688532909099-1.jpg,458,1699,73%,Myntra
Paisley Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-paisley-printed-square-neck-pure-cotton-kurti/33918305/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/2/DgMY33KE_7ccee58622ae4b4a8e80ddeed979d289.jpg,499,1999,75%,Myntra
Printed Mandarin Collar Short Kurti,https://www.myntra.com/kurtis/sangria/sangria-printed-mandarin-collar-short-kurti/22425498/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/22425498/2023/3/28/497e192f-39ce-4102-82f8-af160108976e1679996112398-Women-Rani-Solid-Printed-Short-Kurti-2671679996111766-1.jpg,458,1699,73%,Myntra
Paisley Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-paisley-printed-square-neck-pure-cotton-kurti/33918306/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/2/Lx2pN2i8_9183f2b352b647f89512136fb54e04db.jpg,499,1999,75%,Myntra
Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-printed-pure-cotton-kurti/30984232/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/SEPTEMBER/18/NXPzS89v_c8f73f8ab1264366978902c7a2a2d223.jpg,492,1699,71%,Myntra
Floral Print Styled Back Top,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-floral-print-styled-back-top/32900357/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/22/82TK4pfM_2c462ff1bf2e4844ba01f68b66a2cd76.jpg,499,1699,1200,Myntra
Women Printed Top,https://www.myntra.com/kurtis/anouk+rustic/anouk-rustic-women-ethnic-motifs-printed-v-neck-top/31100124/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31100124/2024/9/23/63e3e759-714a-4dfc-8bea-64e1363085d91727083780779-Anouk-Rustic-Floral-Print-Mandarin-Collar-Top-78617270837803-2.jpg,499,1699,1200,Myntra
