product name,url,image url
"Solid/Plain Banarasi Art Silk, Silk Blend Saree",https://fkrt.cc/gDv81ZG,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/z/z/z/free-msf-banarasi-darkgreen-bfa-doroly-unstitched-original-imahdmksyhradcyg.jpeg?q=70
Printed Bollywood Cotton Linen Saree,https://fkrt.cc/gCrXJ0C,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/a/a/6/free-dola-kiara-mehendi-sshagun-lifestyle-unstitched-original-imahf2wnvf2jzhgy.jpeg?q=70
Embellished Bollywood Chiffon Saree,https://fkrt.cc/gedroQ4,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/1/a/4/free-green-saree-kakadiya-creation-unstitched-original-imahe5hpkahbfxgf.jpeg?q=70
Digital Print Bollywood Georgette Saree,https://fkrt.cc/gmGn14t,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/x/y/b/free-new-firingi-1217-maharajsarees-semi-stitched-original-imahdh7fjck5ybq3.jpeg?q=70
Embellished Bollywood Chiffon Saree,https://fkrt.cc/gRhs5Jp,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/8/f/f/free-blue-diwa-jiyanfashionretail-unstitched-original-imahc6gdqz9npk52.jpeg?q=70
"Dyed, Blocked Printed, Ombre, Embellished Bollywood Georgette Saree",https://fkrt.cc/gIlxc6p,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/k/3/j/free-1401-salco-unstitched-original-imah2y4fqzenn2ae.jpeg?q=70
Embellished Bollywood Chiffon Saree,https://fkrt.cc/gjBntQw,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/n/f/d/free-hoc-facebook-navy-blue-houseofcommon-unstitched-original-imahedgzzs6udnup.jpeg?q=70
Floral Print Mysore Crepe Saree,https://fkrt.cc/gLbWhHb,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/j/p/k/free-csfp-14-purple-regaldrapes-unstitched-original-imahe4j9dhnpm7ca.jpeg?q=70
Self Design Bollywood Art Silk Saree,https://fkrt.cc/gWCmvy1,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/e/3/v/free-tanishq-rani-in-b7-aarunika-sbt-unstitched-original-imahdxzswhhwj2he.jpeg?q=70
Embellished Daily Wear Georgette Saree,https://fkrt.cc/gOEAQIm,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/p/e/i/free-perot-ranilace-labheshwari-unstitched-original-imahajj5qkz3pqg6.jpeg?q=70
Embellished Bollywood Lycra Blend Saree,https://fkrt.cc/g3qkzYX,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/w/j/4/-original-imagvhcty9zauk5z.jpeg?q=70
Embroidered Baluchari Georgette Saree,https://fkrt.cc/gW29pRG,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/m/h/4/free-wine-hot-nitya-creation-semi-stitched-original-imahf2g6dgf6ayvg.jpeg?q=70
Floral Print Daily Wear Georgette Saree,https://fkrt.cc/gUTGDe8,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/r/r/5/free-rubi-green-yashika-unstitched-original-imahf3c8hrhbvfvx.jpeg?q=70
"Woven Banarasi Jacquard, Pure Silk Saree",https://fkrt.cc/gq7Ho9S,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/d/u/a/free-women-s-banarasi-silk-saree-omsaiarts-unstitched-original-imah8bjx5ghcwp3v.jpeg?q=70
Self Design Bollywood Art Silk Saree,https://fkrt.cc/gZGR4aD,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/2/n/n/free-tanishq-wine-in-b4-aarunika-sbt-unstitched-original-imahdxzsnq8g7yyd.jpeg?q=70
Printed Bollywood Georgette Saree,https://fkrt.cc/gXmZKs5,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/b/c/l/free-printed-georgette-saree-with-heavy-border-p-varity-original-imahdzz5dzztb8fj.jpeg?q=70
"Embellished Bollywood Tissue, Silk Blend Saree",https://fkrt.cc/gx9GKPo,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/h/d/n/free-2tone-1-0-lorofy-unstitched-original-imahd8cqygk8cqyk.jpeg?q=70
Embellished Bollywood Georgette Saree,https://fkrt.cc/gSfP1YH,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/o/1/b/free-2-star-sheldrom-mart-unstitched-original-imahc6ad5vwfja6j.jpeg?q=70
"Temple Border, Solid/Plain Bollywood Lycra Blend, Chiffon Saree",https://fkrt.cc/ghIwEQC,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/y/x/t/free-wb-green-6039-hnc-retail-unstitched-original-imah6fg5e86q6ndy.jpeg?q=70
Embroidered Bollywood Georgette Saree,https://fkrt.cc/g3FcfOE,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/e/f/7/free-k5-shanta-pista-lajeelee-unstitched-original-imahdue8dufgkv6d.jpeg?q=70
Printed Hand Batik Cotton Silk Saree,https://fkrt.cc/grfbtB9,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/z/n/h/free-kiara-03-j6-designers-unstitched-original-imahaq4zm7dah2hb.jpeg?q=70
