product name,url,image url,price,mrp,discount,brand
Women Parachute Trousers,https://myntr.it/Z93HtiI,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/DECEMBER/6/E72Ra90a_20015e8c21f544559f5ef6a43ddf4b42.jpg,779,2599,70%,Myntra
Women High-Rise Korean Pants,https://myntr.it/NMjOjuX,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/27/oORpoaPu_6f16a26cbbd144949704b61070b9e190.jpg,999,2999,2000,Myntra
Korean baggy Trouser,https://myntr.it/F98Tvit,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/28/HBwWKSfI_80ccba5537204ef3922249a965a1a054.jpg,1000,2499,59%,Myntra
High-Rise Flared Korean Pants,https://myntr.it/58xY3Cc,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/27/bBvVVk2e_112ae43f9b64477a972c99f4c68d7d13.jpg,999,2999,2000,Myntra
Women Korean Pants,https://myntr.it/2aV8EYg,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JANUARY/30/0VsGAOhL_c36c3d1002b04ae5b25f6ab17723d1ab.jpg,999,2999,2000,Myntra
Textured Korean Pants,https://myntr.it/PKtHYLy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/19/q9nvxjU6_ece73e74249d4bbda987c3eec7edcae4.jpg,1799,4899,3100,Myntra
High-Rise Pleated Korean Pants,https://myntr.it/aBZDYbu,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31990537/2024/12/17/5414e89e-f2dd-4b92-96f6-59e2c34089251734429682227BROADSTARWomenSmartLooseFitHigh-RiseEasyWashPleatedTrousers1.jpg,999,2999,2000,Myntra
Women Parachute Trousers,https://myntr.it/Acsywfi,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/DECEMBER/6/fdmQDGiu_1e068d8bda7740df8f340809507f8b54.jpg,779,2599,70%,Myntra
Women Straight Fit Pleated High-Rise Trousers,https://myntr.it/jEOyCfd,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/32705315/2025/5/23/1550fdab-1659-4b6e-ae48-ab00489a5ebe1748007998974-High-Star-Women-Loose-Fit-Fit-High-Rise-Wrinkle-Free-Pleated-1.jpg,1763,3599,51%,Myntra
Pleated High-Rise Trousers,https://myntr.it/kjGzl31,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/19/0Zqijaxf_8012287fe97546df89d83f5126aee7b0.jpg,999,2999,2000,Myntra
Women Pleated High-Rise Trousers,https://myntr.it/8su1GyL,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/18/ERqPpKHK_e0c7e59c6ce143b1ba08ce7d3692e204.jpg,999,2999,2000,Myntra
Textured Korean Pants,https://myntr.it/3DcIHoK,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/19/t5whDLxy_456a54bed4ff4689a1a8d248b02d171d.jpg,1799,4899,3100,Myntra
Women Korean Pants With Belt,https://myntr.it/gh0GzXL,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/30163158/2024/9/17/8853209c-4f8d-4868-b36e-0679bcf1e0851726564807606-Roadster-Women-Trousers-4731726564807013-1.jpg,593,2699,78%,Myntra
Women Loose Fit Trousers,https://myntr.it/9jEaJ62,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31966823/2024/12/14/3b59d52e-509f-4db4-883f-1a61217380c11734165959543NextOneWomenSmartLooseFitHigh-RiseEasyWashPleatedTrousers1.jpg,999,2999,2000,Myntra
Women Straight Fit Pleated High-Rise Trousers,https://myntr.it/b73y7Cr,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/32705316/2025/5/23/9c96cf14-a99a-4530-bfe0-b4de44dfbc681748008008092-High-Star-Women-Loose-Fit-Fit-High-Rise-Wrinkle-Free-Pleated-1.jpg,1727,3599,52%,Myntra
Women High-Rise Korean Pants,https://myntr.it/Rfvmjx9,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/27/XjArxolY_b947f7a2a6af4c229f9ff2c71576fe22.jpg,999,2999,2000,Myntra
Women Flared korean trousers,https://myntr.it/3601rwq,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JULY/4/IPpwdGd3_fed3907243964764a585500e3f65a7b2.jpg,1119,2799,60%,Myntra
Women Textured Korean Pant,https://myntr.it/5CJuzaF,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/19/9WHlDw3o_b5eccf29f08b43e9a5373f8cdff459f2.jpg,1799,4899,3100,Myntra
High-Rise korean pants,https://myntr.it/GJKvrSO,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31966685/2024/12/14/e3399ed5-f539-4df3-9a94-5805eebd133c1734149793656NextOneWomenSmartHigh-RiseEasyWashPleatedTrousers1.jpg,899,2999,2100,Myntra
Women Pleated Korean Pants,https://myntr.it/bYdrlD5,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/17/ad6IrhOv_bbeed06ce546421f9801ad45fe04d006.jpg,1349,4499,70%,Myntra
High-Rise Korean Pants,https://myntr.it/zJY5kFr,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/NOVEMBER/5/XZSSPsd4_6064dfc87d4e4ed4926682c51991a6a7.jpg,1799,4999,64%,Myntra
Women Flared Pleated Trousers,https://myntr.it/5Kyz26I,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/APRIL/26/4RRdwhtB_dcba64f20da7490691c1e757efb64f2f.jpg,1033,2199,53%,Myntra
Women Pleated Trousers,https://myntr.it/P0eci4p,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MAY/20/a4fK0yxU_1bfcf9c0a189481197a8f8c08266c419.jpg,999,2999,2000,Myntra
Women Straight Fit Pleated High-Rise Trousers,https://myntr.it/mfeXze0,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/21/Gsx4Ge1d_5ea86f9757e7423fad9acd8157c021b7.jpg,1599,4299,2700,Myntra
Women High-Rise Trousers,https://myntr.it/2KZk2af,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/JANUARY/30/Nol2PKkd_aeed80c0d9da47358d7aa9962dd0cce5.jpg,598,2329,1731,Myntra
Wide Leg High-Rise Korean Pant,https://myntr.it/j8GfC4e,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/AUGUST/16/9drnZMMp_67152282d7ca4caeaddc9ecd50305732.jpg,799,1999,1200,Myntra
